X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
0.33,-8.58,2.78,-1.45,-0.66,1.08
0.44,-8.91,2.55,-1.25,-0.76,0.78
0.43,-9.37,2.34,-1.11,-0.85,0.47
0.32,-9.83,2.16,-1.05,-0.94,0.21
0.25,-9.88,1.79,-1.12,-1.03,-0.02
0.25,-10.41,1.66,-1.21,-1.06,-0.23
0.01,-10.78,1.58,-1.30,-1.03,-0.40
-0.11,-10.66,1.41,-1.37,-0.94,-0.49
-0.12,-10.65,1.33,-1.34,-0.75,-0.50
-0.12,-11.03,1.41,-1.21,-0.54,-0.49
-0.13,-11.67,1.46,-0.95,-0.39,-0.48
-0.20,-11.95,1.44,-0.71,-0.37,-0.46
-0.31,-11.90,1.42,-0.47,-0.48,-0.39
-0.29,-11.65,1.29,-0.25,-0.66,-0.32
-0.19,-11.35,1.04,-0.07,-0.85,-0.30
-0.09,-10.97,0.80,0.05,-1.02,-0.40
-0.11,-10.29,0.61,0.10,-1.14,-0.60
-0.19,-9.41,0.45,0.12,-1.22,-0.84
-0.32,-8.48,0.18,0.08,-1.26,-1.06
-0.40,-8.07,-0.04,0.03,-1.20,-1.20
-0.47,-8.37,-0.19,0.10,-0.92,-1.21
-0.34,-9.00,-0.50,0.24,-0.49,-1.13
-0.20,-9.41,-0.68,0.32,-0.03,-1.06
-0.19,-9.41,-0.59,0.36,0.35,-1.05
-0.29,-9.37,-0.32,0.36,0.55,-1.09
-0.44,-9.39,0.02,0.35,0.53,-1.16
-0.60,-9.36,0.20,0.35,0.34,-1.22
-0.68,-9.32,0.14,0.36,0.12,-1.23
-0.73,-9.25,-0.10,0.35,-0.02,-1.19
-0.74,-9.08,-0.49,0.29,-0.02,-1.08
-0.67,-8.81,-0.89,0.18,0.17,-0.92
-0.48,-8.53,-1.31,0.02,0.54,-0.74
-0.39,-8.24,-1.47,-0.18,1.04,-0.58
-0.37,-8.00,-1.41,-0.37,1.54,-0.43
-0.33,-8.03,-1.12,-0.55,1.93,-0.28
-0.22,-8.53,-0.68,-0.64,2.14,-0.19
-0.07,-9.43,-0.23,-0.57,2.17,-0.13
0.22,-10.47,-0.02,-0.40,2.03,-0.12
0.38,-11.21,0.03,-0.25,1.72,-0.19
0.39,-11.60,0.07,-0.17,1.26,-0.26
0.33,-11.72,0.02,-0.11,0.72,-0.26
0.32,-11.72,-0.19,-0.07,0.20,-0.19
0.42,-11.58,-0.65,-0.06,-0.19,-0.07
0.64,-11.38,-1.12,-0.14,-0.38,0.04
0.78,-11.08,-1.43,-0.22,-0.32,0.10
0.79,-10.69,-1.56,-0.30,-0.09,0.15
0.74,-10.37,-1.47,-0.37,0.21,0.20
0.70,-10.15,-1.25,-0.40,0.48,0.25
0.64,-10.07,-0.96,-0.41,0.65,0.28
0.60,-10.07,-0.66,-0.39,0.68,0.30
0.58,-10.14,-0.42,-0.35,0.57,0.30
0.60,-10.23,-0.32,-0.31,0.37,0.28
0.65,-10.31,-0.34,-0.25,0.14,0.26
0.72,-10.35,-0.46,-0.20,-0.03,0.22
0.77,-10.36,-0.60,-0.15,-0.13,0.19
0.81,-10.35,-0.71,-0.10,-0.14,0.15
0.80,-10.29,-0.74,-0.05,-0.10,0.11
0.74,-10.22,-0.72,-0.00,-0.05,0.08
0.67,-10.16,-0.65,0.04,-0.02,0.06
0.63,-10.10,-0.57,0.09,-0.01,0.05
0.60,-10.05,-0.53,0.15,-0.04,0.04
0.58,-10.04,-0.55,0.20,-0.09,0.03
0.58,-10.14,-0.61,0.23,-0.12,0.03
0.57,-10.14,-0.68,0.24,-0.13,0.04
0.52,-9.99,-0.71,0.23,-0.10,0.06
