X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-1.20,-7.61,-0.89,0.22,-0.60,0.79
-1.20,-7.33,-0.95,0.09,-0.43,0.74
-1.22,-7.24,-0.86,0.00,-0.15,0.66
-1.33,-7.28,-0.59,-0.04,0.12,0.55
-1.52,-7.26,-0.24,-0.05,0.26,0.44
-1.76,-7.15,0.10,-0.03,0.23,0.36
-1.88,-7.08,0.29,0.00,0.06,0.30
-1.92,-7.20,0.35,0.05,-0.16,0.24
-1.93,-7.41,0.30,0.09,-0.38,0.18
-1.94,-7.57,0.15,0.11,-0.52,0.12
-1.97,-7.60,-0.04,0.11,-0.56,0.07
-2.05,-7.49,-0.18,0.09,-0.51,0.03
-2.11,-7.36,-0.21,0.06,-0.40,0.01
-2.20,-7.32,-0.16,0.03,-0.28,-0.01
-2.27,-7.38,-0.06,-0.01,-0.20,-0.03
-2.34,-7.52,0.03,-0.05,-0.18,-0.05
-2.36,-7.71,0.06,-0.12,-0.20,-0.06
-2.34,-7.93,0.07,-0.19,-0.24,-0.08
-2.34,-8.08,0.07,-0.27,-0.25,-0.10
-2.41,-8.09,0.05,-0.35,-0.25,-0.12
-2.47,-8.04,0.06,-0.46,-0.23,-0.13
-2.40,-8.10,-0.01,-0.56,-0.17,-0.12
-2.32,-8.16,0.02,-0.64,-0.06,-0.13
-2.35,-8.15,0.17,-0.68,0.06,-0.18
-2.41,-8.12,0.37,-0.68,0.13,-0.23
-2.46,-8.10,0.60,-0.63,0.13,-0.31
-2.58,-7.98,0.85,-0.53,0.06,-0.40
-2.76,-7.72,0.95,-0.41,-0.11,-0.49
-2.90,-7.31,0.91,-0.30,-0.32,-0.54
-2.95,-6.74,0.63,-0.23,-0.50,-0.55
-2.89,-6.17,0.33,-0.19,-0.57,-0.55
-2.85,-5.55,0.09,-0.16,-0.55,-0.54
-2.84,-4.84,-0.14,-0.17,-0.50,-0.50
-2.86,-4.06,-0.33,-0.23,-0.45,-0.42
-2.80,-3.41,-0.53,-0.31,-0.40,-0.29
-2.66,-2.97,-0.82,-0.41,-0.35,-0.09
-2.27,-3.04,-1.08,-0.52,-0.24,0.13
-1.77,-3.82,-1.21,-0.56,-0.06,0.32
-1.18,-5.07,-1.31,-0.55,0.14,0.43
-0.73,-6.39,-1.41,-0.52,0.30,0.42
-0.35,-7.60,-1.54,-0.50,0.44,0.35
-0.03,-8.56,-1.69,-0.50,0.57,0.22
0.05,-9.39,-1.83,-0.55,0.69,0.06
0.37,-10.74,-2.12,-0.69,0.79,-0.09
0.69,-12.24,-2.15,-0.94,0.89,-0.33
0.83,-13.96,-2.00,-1.17,1.01,-0.64
0.87,-15.73,-1.68,-1.36,1.12,-0.94
0.86,-17.10,-1.14,-1.43,1.21,-1.29
0.54,-17.57,-0.58,-1.36,1.23,-1.69
0.01,-17.68,-0.04,-1.15,1.16,-2.05
-0.47,-17.85,0.36,-0.84,1.00,-2.34
-0.90,-18.05,0.68,-0.46,0.81,-2.55
-1.32,-18.11,0.89,0.01,0.63,-2.70
-1.68,-18.06,0.92,0.53,0.48,-2.75
-2.05,-17.81,0.86,1.05,0.36,-2.73
-2.42,-17.45,0.78,1.54,0.25,-2.60
-2.68,-17.29,0.64,2.01,0.18,-2.39
-2.81,-17.31,0.25,2.40,0.21,-2.10
-2.88,-17.33,-0.27,2.65,0.39,-1.74
-2.94,-17.07,-0.66,2.75,0.72,-1.31
-2.96,-16.70,-0.81,2.78,1.14,-0.81
-2.89,-16.32,-0.80,2.76,1.53,-0.28
-2.76,-15.89,-0.72,2.68,1.79,0.24
-2.58,-15.39,-0.67,2.50,1.87,0.74
-2.34,-15.00,-0.59,2.26,1.80,1.19
-2.10,-14.62,-0.62,1.96,1.63,1.56
-1.93,-14.03,-0.81,1.59,1.43,1.89
-1.75,-13.41,-1.02,1.19,1.31,2.17
-1.59,-12.79,-1.15,0.77,1.32,2.39
-1.49,-12.17,-1.16,0.37,1.45,2.56
-1.44,-11.56,-1.04,-0.00,1.63,2.68
-1.49,-10.86,-0.79,-0.35,1.79,2.76
-1.49,-10.35,-0.40,-0.63,1.89,2.81
-1.52,-9.96,0.03,-0.85,1.89,2.80
-1.49,-9.62,0.44,-0.97,1.79,2.76
-1.42,-9.33,0.77,-1.00,1.60,2.64
-1.35,-9.05,1.01,-0.98,1.36,2.46
-1.31,-8.79,1.14,-0.92,1.08,2.22
-1.33,-8.51,1.18,-0.84,0.80,1.97
-1.34,-8.31,1.08,-0.77,0.55,1.69
-1.36,-8.22,0.97,-0.72,0.40,1.41
-1.34,-8.25,0.91,-0.65,0.35,1.14
-1.39,-8.23,0.94,-0.56,0.34,0.87
-1.58,-8.08,0.98,-0.45,0.32,0.59
-1.87,-7.66,0.94,-0.38,0.23,0.33
-2.08,-7.35,0.94,-0.30,0.13,0.09
-2.25,-7.25,0.88,-0.20,0.04,-0.15
-2.41,-7.49,0.73,-0.09,-0.02,-0.40
-2.60,-8.09,0.54,-0.05,-0.04,-0.63
-2.77,-8.87,0.51,-0.01,0.04,-0.84
-3.05,-9.45,0.58,0.06,0.20,-1.02
-3.40,-9.77,0.77,0.19,0.39,-1.16
-3.88,-9.85,0.99,0.37,0.52,-1.25
-4.37,-9.81,1.22,0.57,0.57,-1.28
-4.87,-9.58,1.30,0.77,0.54,-1.25
-5.27,-9.27,1.24,0.95,0.49,-1.15
-5.62,-8.91,1.08,1.11,0.48,-0.99
-5.85,-8.67,0.93,1.27,0.58,-0.76
-5.98,-8.44,0.85,1.49,0.80,-0.48
-6.00,-8.18,0.65,1.73,1.04,-0.15
-5.66,-8.26,0.55,1.93,1.24,0.22
-5.15,-8.46,0.20,2.05,1.36,0.57
-4.48,-8.89,-0.12,2.01,1.43,0.87
-3.85,-9.29,-0.54,1.83,1.50,1.09
-3.27,-9.28,-0.84,1.53,1.65,1.25
-3.01,-8.36,-0.58,1.29,1.94,1.33
-3.07,-6.93,0.00,1.30,2.19,1.41
-3.14,-6.00,0.45,1.39,2.12,1.52
-2.92,-6.05,0.56,1.46,1.74,1.67
-2.45,-6.80,0.32,1.44,1.19,1.78
-1.93,-7.66,-0.21,1.27,0.64,1.85
-1.43,-8.32,-0.90,0.95,0.23,1.86
-1.00,-8.49,-1.46,0.53,0.10,1.82
-0.81,-7.91,-1.70,0.10,0.25,1.75
-0.91,-6.73,-1.54,-0.23,0.56,1.68
-1.08,-5.77,-1.21,-0.47,0.84,1.63
-1.14,-5.47,-0.80,-0.65,0.98,1.59
-1.12,-5.61,-0.37,-0.79,0.92,1.51
-1.12,-5.77,-0.00,-0.86,0.70,1.41
-1.15,-5.85,0.18,-0.89,0.38,1.30
-1.21,-5.76,0.21,-0.91,0.02,1.17
-1.30,-5.54,0.16,-0.93,-0.29,1.02
-1.41,-5.18,0.02,-0.97,-0.49,0.86
-1.63,-4.63,-0.04,-1.02,-0.55,0.70
-1.90,-4.13,0.01,-1.06,-0.49,0.52
-2.23,-3.78,0.28,-1.05,-0.38,0.34
-2.64,-3.57,0.75,-0.95,-0.30,0.14
-3.13,-3.48,1.32,-0.74,-0.32,-0.05
-3.61,-3.52,1.71,-0.45,-0.51,-0.23
-3.98,-3.69,1.91,-0.16,-0.82,-0.40
-4.29,-3.85,2.02,0.14,-1.15,-0.57
