X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-2.09,-8.87,1.49,0.23,0.31,0.09
-2.10,-8.87,1.58,0.17,0.29,0.06
-2.14,-8.93,1.64,0.12,0.25,0.03
-2.16,-8.99,1.68,0.09,0.22,0.00
-2.17,-9.02,1.76,0.09,0.21,-0.04
-2.19,-9.11,1.88,0.12,0.18,-0.09
-2.21,-9.27,1.98,0.18,0.11,-0.17
-2.21,-9.59,2.02,0.24,-0.02,-0.26
-2.24,-9.99,1.98,0.28,-0.18,-0.36
-2.35,-10.24,1.86,0.26,-0.32,-0.45
-2.52,-10.27,1.78,0.21,-0.41,-0.52
-2.76,-10.11,1.81,0.16,-0.41,-0.56
-3.06,-9.81,1.94,0.13,-0.37,-0.57
-3.34,-9.54,2.11,0.13,-0.32,-0.55
-3.56,-9.32,2.30,0.15,-0.30,-0.49
-3.74,-9.21,2.46,0.19,-0.33,-0.41
-3.86,-9.21,2.53,0.23,-0.42,-0.30
-3.96,-9.18,2.49,0.25,-0.54,-0.16
-4.00,-9.14,2.35,0.24,-0.62,0.03
-3.99,-9.10,2.18,0.21,-0.61,0.24
-3.90,-9.08,2.09,0.18,-0.50,0.47
-3.80,-8.98,2.10,0.20,-0.31,0.70
-3.67,-8.83,2.23,0.25,-0.14,0.89
-3.54,-8.64,2.38,0.36,-0.04,1.05
-3.37,-8.25,2.37,0.49,-0.05,1.19
-3.14,-7.75,2.23,0.61,-0.14,1.33
-2.86,-7.18,1.93,0.71,-0.25,1.46
-2.54,-6.64,1.55,0.77,-0.35,1.57
-2.19,-6.32,1.07,0.77,-0.41,1.69
-1.69,-6.53,0.65,0.70,-0.42,1.77
-1.20,-7.00,0.31,0.59,-0.37,1.77
-0.83,-7.38,0.04,0.43,-0.32,1.72
-0.51,-7.64,-0.11,0.24,-0.27,1.60
-0.30,-7.75,-0.22,0.04,-0.24,1.45
-0.19,-7.82,-0.38,-0.19,-0.23,1.29
-0.10,-7.89,-0.57,-0.46,-0.19,1.15
0.06,-8.15,-0.71,-0.77,-0.11,0.99
0.16,-8.49,-0.68,-1.07,0.04,0.80
0.08,-8.66,-0.50,-1.35,0.19,0.57
-0.06,-8.81,-0.17,-1.58,0.31,0.34
-0.25,-9.01,0.22,-1.73,0.38,0.09
-0.48,-9.21,0.62,-1.82,0.38,-0.17
-0.73,-9.42,0.99,-1.84,0.31,-0.43
-0.92,-9.64,1.22,-1.80,0.21,-0.67
-1.13,-9.81,1.36,-1.75,0.10,-0.91
-1.39,-9.90,1.49,-1.65,0.03,-1.10
-1.63,-9.91,1.61,-1.51,-0.01,-1.27
-1.87,-9.79,1.67,-1.32,-0.02,-1.40
-2.09,-9.59,1.73,-1.11,-0.01,-1.51
-2.30,-9.40,1.76,-0.86,-0.01,-1.60
-2.53,-9.24,1.75,-0.61,-0.02,-1.67
-2.67,-9.20,1.65,-0.38,-0.06,-1.70
-2.77,-9.23,1.45,-0.18,-0.08,-1.71
-2.84,-9.24,1.20,-0.02,-0.07,-1.69
-2.87,-9.33,0.96,0.08,-0.01,-1.64
-2.89,-9.43,0.74,0.14,0.10,-1.58
-2.91,-9.56,0.59,0.16,0.24,-1.51
-2.90,-9.76,0.51,0.15,0.37,-1.44
-2.93,-9.92,0.52,0.11,0.49,-1.38
-2.98,-10.03,0.59,0.07,0.56,-1.33
-3.10,-10.04,0.68,0.01,0.57,-1.28
-3.22,-10.01,0.77,-0.06,0.52,-1.22
-3.34,-9.92,0.82,-0.13,0.45,-1.14
-3.45,-9.75,0.78,-0.21,0.39,-1.03
-3.47,-9.63,0.75,-0.32,0.37,-0.88
-3.47,-9.56,0.77,-0.41,0.41,-0.72
-3.49,-9.43,0.84,-0.50,0.46,-0.53
-3.46,-9.29,0.93,-0.58,0.50,-0.34
-3.35,-9.24,0.98,-0.66,0.49,-0.15
-3.26,-9.11,1.05,-0.73,0.43,0.03
-3.14,-9.07,1.07,-0.81,0.34,0.22
-3.00,-8.99,1.04,-0.89,0.25,0.39
