X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-5.87,5.86,1.88,0.15,0.21,-0.52
-6.11,5.88,1.92,0.10,0.29,-0.49
-6.23,5.88,1.96,0.06,0.36,-0.46
-6.16,5.90,2.00,0.02,0.41,-0.43
-6.00,5.93,2.00,-0.01,0.47,-0.42
-6.05,5.97,2.06,-0.01,0.52,-0.43
-6.43,5.98,2.20,0.00,0.54,-0.43
-6.90,5.95,2.43,0.02,0.51,-0.41
-7.16,5.91,2.59,0.03,0.40,-0.38
-7.18,5.86,2.55,0.03,0.27,-0.36
-7.12,5.83,2.38,0.03,0.17,-0.35
-7.08,5.84,2.22,0.03,0.13,-0.34
-7.11,5.86,2.19,0.03,0.13,-0.31
-7.14,5.86,2.25,0.04,0.16,-0.28
-7.14,5.83,2.37,0.06,0.20,-0.24
-7.11,5.82,2.44,0.07,0.22,-0.21
-7.11,5.85,2.42,0.09,0.24,-0.18
-7.10,5.94,2.33,0.08,0.23,-0.15
-7.04,6.05,2.24,0.07,0.22,-0.11
-6.99,6.12,2.20,0.05,0.19,-0.08
-6.97,6.16,2.22,0.03,0.15,-0.04
-6.93,6.13,2.28,0.01,0.11,-0.00
-6.83,6.06,2.34,-0.01,0.07,0.03
-6.74,6.03,2.38,-0.02,0.05,0.04
-6.68,6.02,2.35,-0.03,0.05,0.05
-6.63,6.04,2.29,-0.03,0.06,0.06
-6.62,6.09,2.29,-0.04,0.06,0.07
-6.60,6.11,2.34,-0.04,0.05,0.09
-6.53,6.10,2.35,-0.05,0.01,0.10
-6.47,6.07,2.38,-0.04,-0.02,0.10
-6.41,6.05,2.44,-0.04,-0.05,0.10
-6.30,6.02,2.51,-0.04,-0.07,0.09
-6.21,6.03,2.58,-0.03,-0.07,0.08
-6.18,6.07,2.60,-0.01,-0.07,0.08
-6.16,6.10,2.58,0.01,-0.07,0.07
-6.13,6.11,2.55,0.02,-0.08,0.07
-6.11,6.10,2.56,0.03,-0.11,0.05
-6.10,6.06,2.56,0.04,-0.13,0.03
-6.07,6.02,2.57,0.06,-0.13,0.01
-6.04,6.04,2.57,0.08,-0.09,-0.01
-6.02,6.08,2.52,0.10,-0.02,-0.02
-6.06,6.13,2.44,0.11,0.05,-0.02
-6.20,6.19,2.38,0.13,0.11,-0.02
-6.35,6.21,2.45,0.14,0.13,-0.01
-6.49,6.19,2.55,0.15,0.11,-0.00
-6.59,6.17,2.67,0.16,0.06,-0.00
-6.69,6.19,2.74,0.18,0.02,0.00
-6.84,6.24,2.73,0.22,0.02,0.01
-7.11,6.34,2.61,0.27,0.06,0.03
-7.52,6.46,2.53,0.32,0.12,0.07
-8.11,6.57,2.59,0.39,0.18,0.13
-8.91,6.63,2.68,0.48,0.19,0.22
-9.74,6.66,2.73,0.57,0.13,0.35
-10.30,6.75,2.59,0.64,-0.04,0.50
-10.56,6.99,2.30,0.68,-0.27,0.66
-10.67,7.28,1.99,0.70,-0.49,0.82
-10.65,7.52,1.66,0.71,-0.64,1.00
-10.56,7.68,1.34,0.72,-0.70,1.20
-10.50,7.87,0.90,0.74,-0.65,1.42
-10.47,8.14,0.45,0.74,-0.57,1.67
-10.47,8.40,0.07,0.73,-0.49,1.93
-10.52,8.55,-0.25,0.68,-0.41,2.20
-10.58,8.53,-0.45,0.62,-0.34,2.48
-10.55,8.39,-0.49,0.52,-0.30,2.77
-10.33,8.14,-0.43,0.41,-0.26,3.07
-9.82,7.81,-0.37,0.29,-0.24,3.36
-9.01,7.49,-0.47,0.14,-0.20,3.64
-8.08,7.28,-0.66,-0.01,-0.14,3.90
-7.25,7.13,-0.90,-0.17,-0.05,4.17
-6.63,6.94,-1.18,-0.33,0.09,4.54
-5.92,6.36,-1.22,-0.48,0.34,4.96
-5.44,5.58,-0.93,-0.63,0.65,5.33
-5.32,4.75,-0.39,-0.80,0.88,5.63
-5.20,3.82,0.28,-0.98,1.00,5.92
-4.72,2.72,0.67,-1.19,1.04,6.19
-3.95,1.57,0.81,-1.39,1.02,6.41
-3.13,0.44,0.76,-1.59,1.02,6.57
-2.46,-0.58,0.77,-1.76,1.07,6.68
-1.95,-1.59,1.18,-1.91,1.16,6.77
-1.28,-2.64,2.13,-2.02,1.18,6.82
-0.23,-3.66,3.18,-2.09,1.09,6.83
1.13,-4.50,3.98,-2.13,0.97,6.79
2.59,-5.10,4.46,-2.10,0.91,6.69
4.17,-5.57,4.80,-2.03,0.95,6.54
5.88,-6.02,5.19,-1.93,1.03,6.31
7.35,-6.32,5.71,-1.81,1.13,6.00
8.46,-6.36,6.65,-1.67,1.23,5.65
9.56,-6.41,8.11,-1.51,1.27,5.27
11.06,-6.78,9.85,-1.33,1.16,4.79
12.79,-7.27,11.15,-1.09,0.95,4.19
14.29,-7.52,11.58,-0.82,0.76,3.50
15.46,-7.33,11.41,-0.53,0.64,2.75
16.46,-6.84,11.15,-0.26,0.52,1.95
17.14,-6.24,10.99,-0.02,0.40,1.11
17.24,-5.64,10.87,0.21,0.29,0.28
16.61,-5.08,10.74,0.42,0.17,-0.51
15.54,-4.65,10.68,0.60,0.00,-1.24
14.38,-4.36,10.49,0.76,-0.23,-1.91
13.30,-4.14,10.07,0.89,-0.50,-2.51
12.28,-3.93,9.51,1.00,-0.76,-3.05
11.39,-3.79,8.90,1.10,-1.01,-3.56
10.64,-3.78,8.26,1.17,-1.25,-4.04
9.88,-3.81,7.59,1.23,-1.43,-4.51
9.00,-3.86,6.96,1.30,-1.55,-4.95
8.07,-3.88,6.34,1.35,-1.61,-5.35
7.10,-3.77,5.68,1.39,-1.64,-5.72
6.16,-3.53,5.05,1.41,-1.65,-6.04
5.13,-3.20,4.43,1.43,-1.63,-6.31
3.98,-2.80,3.89,1.43,-1.62,-6.51
2.77,-2.31,3.46,1.42,-1.61,-6.64
1.64,-1.75,3.09,1.38,-1.59,-6.72
0.61,-1.10,2.66,1.31,-1.59,-6.74
-0.37,-0.44,2.13,1.20,-1.60,-6.72
-1.26,0.27,1.54,1.05,-1.60,-6.67
-1.99,1.04,1.10,0.86,-1.58,-6.56
-2.58,1.75,0.97,0.68,-1.48,-6.40
-3.34,2.50,1.24,0.54,-1.29,-6.22
-4.28,3.19,1.50,0.44,-1.05,-5.98
-5.27,3.83,1.69,0.34,-0.81,-5.68
-6.21,4.51,1.76,0.27,-0.63,-5.34
-7.06,5.21,1.61,0.19,-0.49,-4.96
-7.85,5.89,1.42,0.12,-0.36,-4.58
-8.53,6.49,1.19,0.05,-0.20,-4.18
-9.01,6.96,1.11,-0.03,-0.02,-3.79
-9.43,7.34,1.30,-0.09,0.14,-3.41
-9.93,7.65,1.56,-0.13,0.25,-3.02
-10.45,7.93,1.76,-0.16,0.31,-2.61
-10.82,8.21,1.86,-0.19,0.28,-2.21
-10.92,8.54,1.83,-0.24,0.18,-1.84
-10.75,8.84,1.68,-0.30,0.02,-1.51
-10.43,9.09,1.48,-0.38,-0.14,-1.22
-9.97,9.23,1.35,-0.45,-0.27,-0.96
-9.36,9.23,1.31,-0.52,-0.35,-0.72
-8.64,9.15,1.33,-0.57,-0.36,-0.51
-7.92,9.05,1.48,-0.59,-0.30,-0.34
-7.36,8.93,1.73,-0.59,-0.20,-0.20
-6.95,8.80,2.00,-0.56,-0.11,-0.08
-6.61,8.68,2.24,-0.53,-0.05,0.01
-6.28,8.55,2.45,-0.49,-0.04,0.06
-5.97,8.41,2.64,-0.46,-0.06,0.09
-5.72,8.26,2.75,-0.42,-0.09,0.10
-5.54,8.12,2.80,-0.38,-0.12,0.11
-5.37,7.97,2.83,-0.34,-0.14,0.12
-5.19,7.84,2.87,-0.30,-0.14,0.14
-5.00,7.72,2.87,-0.26,-0.12,0.14
-4.84,7.61,2.88,-0.21,-0.09,0.12
-4.72,7.53,2.93,-0.17,-0.04,0.10
-4.70,7.47,2.99,-0.13,0.00,0.08
-4.73,7.43,3.05,-0.09,0.03,0.07
-4.77,7.42,3.08,-0.06,0.05,0.06
-4.79,7.42,3.05,-0.05,0.05,0.06
-4.79,7.41,3.02,-0.04,0.05,0.07
-4.75,7.38,3.00,-0.05,0.04,0.08
-4.72,7.33,3.00,-0.05,0.02,0.08
-4.67,7.29,3.03,-0.06,0.02,0.09
-4.60,7.27,3.12,-0.06,0.02,0.09
-4.57,7.26,3.20,-0.05,0.02,0.10
-4.61,7.27,3.27,-0.04,0.04,0.12
-4.67,7.27,3.26,-0.03,0.06,0.14
-4.72,7.28,3.22,-0.02,0.06,0.16
-4.74,7.32,3.15,-0.03,0.06,0.18
-4.70,7.35,3.12,-0.03,0.05,0.20
-4.66,7.34,3.12,-0.04,0.05,0.22
-4.64,7.33,3.15,-0.04,0.06,0.24
