X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-9.77,1.01,-0.60,0.01,0.01,-0.15
-9.72,0.97,-0.59,0.01,0.03,-0.14
-9.68,0.96,-0.57,0.01,0.05,-0.13
-9.66,0.95,-0.57,0.00,0.06,-0.12
-9.68,0.93,-0.55,-0.00,0.06,-0.11
-9.70,0.91,-0.52,-0.01,0.04,-0.10
-9.68,0.89,-0.49,-0.01,0.01,-0.09
-9.64,0.85,-0.48,-0.01,-0.01,-0.08
-9.60,0.80,-0.49,-0.01,-0.02,-0.07
-9.59,0.78,-0.47,-0.01,-0.01,-0.06
-9.59,0.77,-0.44,-0.01,0.00,-0.04
-9.56,0.76,-0.42,-0.00,0.01,-0.02
-9.54,0.79,-0.45,-0.00,0.02,-0.01
-9.53,0.82,-0.49,-0.01,0.01,0.00
-9.50,0.82,-0.53,-0.01,0.00,0.01
-9.49,0.79,-0.51,-0.02,-0.00,0.01
-9.47,0.79,-0.46,-0.02,-0.01,0.02
-9.43,0.80,-0.45,-0.01,-0.02,0.02
-9.37,0.83,-0.47,-0.01,-0.02,0.02
-9.37,0.86,-0.47,-0.00,0.00,0.02
-9.42,0.88,-0.48,-0.00,0.01,0.02
-9.44,0.89,-0.48,-0.00,0.01,0.03
-9.43,0.88,-0.47,-0.00,0.01,0.03
-9.45,0.89,-0.49,0.00,0.00,0.03
-9.46,0.94,-0.52,0.01,0.01,0.02
-9.47,1.06,-0.57,0.01,0.03,0.02
-9.55,1.20,-0.68,0.02,0.06,0.01
-9.72,1.39,-0.76,0.03,0.13,-0.01
-10.00,1.65,-0.82,0.04,0.21,-0.02
-10.37,1.91,-0.93,0.06,0.32,-0.04
-10.86,2.11,-1.03,0.08,0.43,-0.05
-11.60,2.29,-1.13,0.10,0.51,-0.04
-12.48,2.47,-1.29,0.12,0.54,-0.00
-13.24,2.63,-1.53,0.13,0.55,0.07
-13.78,2.72,-1.82,0.13,0.57,0.16
-14.14,2.70,-2.22,0.14,0.63,0.26
-14.50,2.61,-2.61,0.17,0.78,0.36
-14.78,2.51,-3.07,0.19,1.00,0.51
-14.99,2.44,-3.58,0.20,1.20,0.70
-15.24,2.38,-4.10,0.18,1.29,0.91
-15.31,2.30,-4.53,0.10,1.19,1.13
-15.12,2.20,-5.09,-0.01,0.95,1.33
-14.82,2.07,-5.73,-0.15,0.71,1.51
-14.66,1.90,-6.19,-0.28,0.59,1.69
-14.68,1.74,-6.52,-0.41,0.57,1.88
-14.67,1.59,-6.68,-0.54,0.63,2.11
-14.60,1.37,-6.77,-0.67,0.70,2.35
-14.46,1.10,-6.78,-0.80,0.76,2.59
-14.22,0.86,-6.82,-0.93,0.78,2.82
-13.75,0.72,-7.00,-1.06,0.75,3.01
-13.17,0.64,-7.15,-1.19,0.70,3.18
-12.62,0.60,-7.26,-1.30,0.68,3.32
-12.21,0.55,-7.31,-1.40,0.70,3.44
-11.88,0.47,-7.24,-1.50,0.73,3.56
-11.48,0.30,-7.02,-1.61,0.74,3.66
-10.95,0.13,-6.81,-1.73,0.72,3.72
-10.32,0.07,-6.48,-1.85,0.67,3.74
-9.68,0.08,-6.11,-1.97,0.59,3.73
-9.17,0.08,-5.62,-2.10,0.50,3.70
-8.76,0.08,-5.02,-2.22,0.36,3.68
-8.38,0.09,-4.51,-2.32,0.22,3.66
-8.15,0.00,-4.05,-2.40,0.07,3.65
-8.02,-0.23,-3.67,-2.48,-0.08,3.66
-7.76,-0.47,-3.31,-2.57,-0.23,3.70
-7.38,-0.55,-3.06,-2.66,-0.40,3.74
-6.97,-0.50,-2.67,-2.77,-0.53,3.79
-6.65,-0.46,-2.15,-2.87,-0.65,3.85
-6.34,-0.52,-1.46,-2.98,-0.75,3.93
-5.98,-0.60,-0.73,-3.06,-0.87,4.02
-5.58,-0.63,-0.11,-3.13,-1.02,4.13
-5.08,-0.77,0.37,-3.18,-1.15,4.24
-4.52,-1.11,0.91,-3.22,-1.26,4.34
-3.94,-1.57,1.42,-3.26,-1.40,4.45
-3.38,-2.01,1.86,-3.30,-1.55,4.56
-3.26,-2.19,2.06,-3.35,-1.74,4.88
-2.18,-2.95,1.83,-3.39,-1.78,5.28
-1.33,-3.51,2.10,-3.42,-1.71,5.53
-0.91,-4.06,2.78,-3.45,-1.72,5.73
-0.64,-4.91,4.06,-3.41,-1.84,5.92
-0.03,-6.22,5.33,-3.30,-2.14,6.10
0.86,-7.52,5.56,-3.10,-2.48,6.23
2.05,-8.34,4.59,-2.90,-2.66,6.36
3.48,-8.60,3.32,-2.72,-2.57,6.45
4.75,-8.57,2.81,-2.55,-2.29,6.49
5.64,-8.83,3.14,-2.40,-1.96,6.48
6.11,-9.42,3.75,-2.26,-1.65,6.43
6.16,-10.03,4.54,-2.10,-1.40,6.37
6.38,-11.03,6.09,-1.91,-1.33,6.30
7.29,-12.68,8.03,-1.61,-1.55,6.08
8.83,-14.59,9.24,-1.18,-1.95,5.69
11.11,-16.25,9.28,-0.66,-2.27,5.18
14.26,-17.27,8.47,-0.12,-2.30,4.62
17.62,-17.39,6.86,0.41,-1.89,3.98
19.96,-16.79,5.17,0.87,-1.14,3.28
21.33,-16.06,3.56,1.18,-0.39,2.54
21.75,-15.05,2.35,1.34,0.28,1.82
22.05,-14.35,1.98,1.33,0.69,1.15
22.49,-13.99,1.72,1.19,0.85,0.42
22.59,-13.60,1.50,0.97,1.02,-0.38
21.60,-12.96,1.52,0.75,1.28,-1.15
19.95,-12.41,2.03,0.55,1.52,-1.86
17.96,-11.82,2.69,0.34,1.52,-2.52
16.11,-11.43,3.46,0.12,1.32,-3.12
14.60,-11.41,4.17,-0.10,0.99,-3.69
13.39,-11.70,4.39,-0.28,0.70,-4.26
12.45,-12.00,4.17,-0.42,0.50,-4.78
11.62,-12.21,4.01,-0.49,0.43,-5.26
10.56,-12.30,4.10,-0.46,0.45,-5.71
9.20,-12.20,4.60,-0.36,0.49,-6.10
7.71,-11.86,5.06,-0.23,0.51,-6.43
6.31,-11.31,5.35,-0.09,0.52,-6.69
5.12,-10.59,5.45,0.06,0.53,-6.89
4.14,-9.83,5.48,0.22,0.58,-7.05
3.20,-9.19,5.29,0.41,0.70,-7.17
2.16,-8.61,4.97,0.61,0.88,-7.24
0.94,-7.93,4.69,0.82,1.07,-7.23
-0.42,-7.12,4.52,1.01,1.22,-7.14
-1.74,-6.28,4.23,1.15,1.24,-6.99
-2.71,-5.53,3.70,1.22,1.18,-6.82
-3.22,-4.83,3.08,1.22,1.10,-6.67
-3.55,-4.07,2.62,1.21,1.11,-6.54
-4.22,-3.25,2.22,1.22,1.21,-6.37
-5.11,-2.51,2.02,1.24,1.35,-6.15
-5.85,-1.90,1.96,1.25,1.42,-5.90
-6.25,-1.43,1.80,1.23,1.37,-5.67
-6.39,-1.12,1.47,1.19,1.29,-5.48
-6.40,-1.02,1.02,1.14,1.27,-5.33
-6.59,-1.06,0.48,1.09,1.36,-5.20
-7.05,-0.97,0.21,1.06,1.54,-5.04
-7.79,-0.62,0.25,1.06,1.66,-4.86
-8.60,-0.12,0.45,1.05,1.60,-4.65
-9.22,0.30,0.69,1.03,1.33,-4.46
-9.49,0.40,0.69,0.95,0.94,-4.31
-9.42,0.23,0.63,0.86,0.60,-4.22
-9.35,0.21,0.46,0.78,0.40,-4.17
-9.45,0.44,0.29,0.74,0.40,-4.10
-9.90,0.66,0.22,0.74,0.50,-3.99
-10.61,0.77,0.12,0.75,0.61,-3.85
-11.31,0.89,0.05,0.75,0.71,-3.71
-11.81,1.15,-0.05,0.75,0.78,-3.59
-12.33,1.57,-0.02,0.74,0.80,-3.48
-13.11,2.04,-0.10,0.73,0.75,-3.36
-13.96,2.58,-0.15,0.70,0.67,-3.20
-14.61,3.07,-0.20,0.65,0.58,-3.01
-15.04,3.45,-0.22,0.57,0.51,-2.82
-15.31,3.77,-0.09,0.49,0.45,-2.62
